Algoritmo,Accuracy,F1-Score,Precision,Recall
SVM,0.9631944444444445,0.963573883161512,0.9655647382920111,0.9615912208504801
SVM,0.9541666666666667,0.9542936288088643,0.9636363636363636,0.9451303155006858
SVM,0.9520833333333333,0.9508896797153025,0.963924963924964,0.9382022471910112
